2019-01-03,08:44 AM,04:44 PM
2019-01-04,08:27 AM,04:27 PM
2019-01-07,08:36 AM,04:36 PM
2019-01-08,08:45 AM,04:45 PM
2019-01-09,08:00 AM,04:00 PM
2019-01-10,07:55 AM,03:55 AM
